start	stop	nvar	fst
18900001	18925001	823	0.041347647705286546
18925001	18950001	886	0.04070454574822397
18950001	18975001	827	0.08106327662652076
18975001	19000001	434	0.12618974914008008
19000001	19025001	1016	0.04674560310547024
19025001	19050001	954	0.06040181322420152
19050001	19075001	1026	0.0437231105380462
19075001	19100001	802	0.03794846216668297
19100001	19125001	839	0.07039940147824554
19125001	19150001	540	0.09646924665367652
19150001	19175001	968	0.06622042218148758
19175001	19200001	905	0.08377458460730022
19200001	19225001	1028	0.09153601166405399
19225001	19250001	818	0.07011453134971839
19250001	19275001	740	0.06777339455033413
19275001	19300001	718	0.02234430090608972
19300001	19325001	698	0.041063176208510924
19325001	19350001	803	0.02331053477645849
19350001	19375001	1019	0.02616786569228523
19375001	19400001	809	0.013688716739531766
19400001	19425001	899	0.02090787633357319
19425001	19450001	768	0.05210699077230654
19450001	19475001	758	0.02337422370069741
19475001	19500001	856	0.02860765763469866
19500001	19525001	957	0.044352691905979215
19525001	19550001	768	0.028168416134404264
19550001	19575001	869	0.02506142743994127
19575001	19600001	718	0.051064885711673426
19600001	19625001	865	0.04035715101207732
19625001	19650001	823	0.027792149055429875
19650001	19675001	729	0.03513559267402501
19675001	19700001	826	0.027401451524431422
19700001	19725001	1058	0.020853161764063384
19725001	19750001	917	0.06291800443754506
19750001	19775001	1098	0.055823529213019876
19775001	19800001	908	0.04112939919147303
19800001	19825001	925	0.05708206223528562
19825001	19850001	706	0.12422301563735737
19850001	19875001	569	0.12306006911907795
19875001	19900001	706	0.04196870824618311
19900001	19925001	379	0.025903259276669387
19925001	19950001	699	0.034098725871427996
19950001	19975001	690	0.029902095475930198
19975001	20000001	701	0.03815744071335126
20000001	20025001	752	0.021973054465334107
20025001	20050001	730	0.028991589439218375
20050001	20075001	614	0.035140192134137556
20075001	20100001	536	0.03091447017976216
20100001	20125001	648	0.03900195785906272
20125001	20150001	842	0.045582648112225094
20150001	20175001	1007	0.05157768570321473
20175001	20200001	928	0.03573376008989666
20200001	20225001	900	0.017270668371629588
20225001	20250001	866	0.03315876776804731
20250001	20275001	357	0.030908950333541782
20275001	20300001	0	
20300001	20325001	0	
20325001	20350001	3	0.030303030303030325
20350001	20375001	0	
20375001	20400001	8	0.12430914721865463
20400001	20425001	778	0.028325765991833625
20425001	20450001	877	0.02777065630762024
20450001	20475001	805	0.03916084303644472
20475001	20500001	319	0.05441848642285563
20500001	20525001	876	0.05220304445271887
20525001	20550001	614	0.03414832258180113
20550001	20575001	758	0.03895762615621431
20575001	20600001	649	0.03283974894832523
20600001	20625001	754	0.02166264233319034
20625001	20650001	865	0.033891445244251264
20650001	20675001	849	0.02710094844568933
20675001	20700001	697	0.028508672189618525
20700001	20725001	690	0.026588204166625017
20725001	20750001	718	0.03447574382098352
20750001	20775001	711	0.04683486733426121
20775001	20800001	822	0.034323028781428906
20800001	20825001	753	0.03360865196095288
20825001	20850001	651	0.03896495364840769
20850001	20875001	213	0.038451498654103605
20875001	20900001	429	0.03958783994911862
20900001	20925001	651	0.024622306484855493
20925001	20950001	804	0.026908469891274413
20950001	20975001	692	0.044627869146096316
20975001	21000001	630	0.09667146670943705
21000001	21025001	558	0.03205597137969926
21025001	21050001	747	0.0745953081135989
21050001	21075001	518	0.08786241674583596
21075001	21100001	470	0.026196308474232002
21100001	21125001	516	0.03381697346472889
21125001	21150001	627	0.015000954259344704
21150001	21175001	806	0.01873036469577506
21175001	21200001	1173	0.021141902718188617
21200001	21225001	927	0.027052433880992707
21225001	21250001	941	0.02253487570449662
21250001	21275001	1112	0.026494031508089266
21275001	21300001	510	0.015285733010047948
21300001	21325001	955	0.024434989310801458
21325001	21350001	1208	0.022586153424342975
21350001	21375001	724	0.026397894013715832
21375001	21400001	615	0.025541137649889842
21400001	21425001	450	0.012828493328642188
21425001	21450001	680	0.014987712746149393
21450001	21475001	882	0.02680625374070865
21475001	21500001	452	0.016582304868264976
21500001	21525001	715	0.024691657322218175
21525001	21550001	643	0.03959103776294773
21550001	21575001	717	0.023064375950557454
21575001	21600001	730	0.044009682387991814
21600001	21625001	643	0.041121379141837576
21625001	21650001	793	0.02537797358351545
21650001	21675001	515	0.029481500950329316
21675001	21700001	602	0.025098229854428864
21700001	21725001	800	0.0410750020609546
21725001	21750001	730	0.03743552841833284
21750001	21775001	867	0.06962456330359486
21775001	21800001	1061	0.03067367171868953
21800001	21825001	592	0.034870617991166315
21825001	21850001	651	0.026055871732764666
21850001	21875001	15	0.04423491884792188
21875001	21900001	0	
21900001	21925001	683	0.030542868472320153
21925001	21950001	705	0.031405664842294886
21950001	21975001	719	0.05113333769566299
21975001	22000001	515	0.04596010095164922
22000001	22025001	723	0.05660709411863888
22025001	22050001	859	0.036904945961304704
22050001	22075001	1032	0.036804520373174394
22075001	22100001	867	0.033421940246304016
22100001	22125001	646	0.02817739038861152
22125001	22150001	812	0.01825709553076548
22150001	22175001	897	0.038814087250551854
22175001	22200001	1091	0.018913951405541654
22200001	22225001	716	0.01926828946965556
22225001	22250001	901	0.0257051317247247
22250001	22275001	821	0.04385413947539198
22275001	22300001	902	0.03066818157897153
22300001	22325001	1106	0.03421753761140036
22325001	22350001	1040	0.02410350539481384
22350001	22375001	890	0.028840594497160154
22375001	22400001	863	0.018072965502886416
22400001	22425001	601	0.030146158715198473
22425001	22450001	519	0.013366560241068129
22450001	22475001	641	0.03791381698439915
22475001	22500001	923	0.03260415394680722
22500001	22525001	1000	0.016128058261580584
22525001	22550001	1191	0.022182066537285307
22550001	22575001	898	0.033292573723462844
22575001	22600001	1122	0.035072520859213044
22600001	22625001	780	0.02604266934161111
22625001	22650001	1083	0.019952532688882058
22650001	22675001	1001	0.018198814950360177
22675001	22700001	984	0.026306964687368553
22700001	22725001	596	0.018196892610647403
22725001	22750001	606	0.04906081095195365
22750001	22775001	573	0.030976629221015177
22775001	22800001	902	0.030451096421859704
22800001	22825001	846	0.024439486258289293
22825001	22850001	1078	0.01927335089858676
22850001	22875001	1102	0.029537240414043965
22875001	22900001	1132	0.019431225542180925
22900001	22925001	1275	0.029406391472911877
22925001	22950001	928	0.022188321092454045
22950001	22975001	890	0.011721178845388104
22975001	23000001	800	0.01472922440983428
23000001	23025001	587	0.014278449787634071
23025001	23050001	1005	0.014863935683345826
23050001	23075001	403	0.008933043883949575
23075001	23100001	471	0.022685524457499707
23100001	23125001	657	0.015296313724114259
23125001	23150001	631	0.007950553469732802
23150001	23175001	586	0.01904092765408298
23175001	23200001	476	0.013126447371663788
23200001	23225001	519	0.01583566960756732
23225001	23250001	430	0.01434130892438865
23250001	23275001	330	0.014917265819433222
23275001	23300001	115	0.017010502924005234
23300001	23325001	0	
23325001	23350001	0	
23350001	23375001	0	
23375001	23400001	0	
23400001	23425001	118	0.020884680033154294
23425001	23450001	214	0.037392731526347346
23450001	23475001	331	0.012957123680643291
23475001	23500001	313	0.021745194855915407
23500001	23525001	92	0.013888364927404747
23525001	23550001	275	0.0276847887722164
23550001	23575001	604	0.018418511023618196
23575001	23600001	760	0.023104894806103407
23600001	23625001	649	0.018490997589493737
23625001	23650001	887	0.019940033944275574
23650001	23675001	952	0.01624645291200945
23675001	23700001	971	0.014767961954415237
23700001	23725001	1034	0.011498599623351752
23725001	23750001	677	0.019636938085468673
23750001	23775001	679	0.010237227741734056
23775001	23800001	777	0.010011941998880235
23800001	23825001	635	0.010700226376499426
23825001	23850001	460	0.015608918882923435
23850001	23875001	273	0.030953636031210076
23875001	23900001	211	0.014273109383923514
23900001	23925001	426	0.023526551258452377
23925001	23950001	286	0.03300259788093828
23950001	23975001	616	0.022513141763095584
23975001	24000001	744	0.015876166111180225
24000001	24025001	865	0.021317361113692996
24025001	24050001	875	0.017841922951664393
24050001	24075001	727	0.021858200397136207
24075001	24100001	872	0.023222381602612783
24100001	24125001	734	0.01367699845263948
24125001	24150001	1250	0.018979483302729187
24150001	24175001	703	0.015504010591816065
24175001	24200001	579	0.017958625223097435
24200001	24225001	613	0.0114177658862513
24225001	24250001	994	0.0259507566319607
24250001	24275001	1192	0.026244548761661022
24275001	24300001	1120	0.01633972510919666
24300001	24325001	842	0.01936774805404899
24325001	24350001	857	0.019637787710845435
24350001	24375001	778	0.014493818674255246
24375001	24400001	953	0.018039936758303104
24400001	24425001	334	0.024417684628048924
24425001	24450001	699	0.03567737223250981
24450001	24475001	695	0.03297135215288262
24475001	24500001	657	0.014616298397226625
24500001	24525001	6	0.006734006734006778
24525001	24550001	67	0.105673496782506
24550001	24575001	266	0.030929603900594304
24575001	24600001	1045	0.017851019298954014
24600001	24625001	396	0.010984971063729403
24625001	24650001	39	0.005074216341822012
24650001	24675001	192	0.011838744886728677
24675001	24700001	409	0.016282287308785552
24700001	24725001	645	0.013733788615679886
24725001	24750001	699	0.013652203510848135
24750001	24775001	674	0.02178501055979009
24775001	24800001	813	0.03341041240656762
24800001	24825001	1148	0.05582863561570793
24825001	24850001	967	0.029760903314904177
24850001	24875001	900	0.04589353655505862
24875001	24900001	644	0.05740257409101337
24900001	24925001	823	0.044681598875520916
24925001	24950001	799	0.020679853881793647
24950001	24975001	928	0.02244827233136052
24975001	25000001	764	0.03440104826596398
25000001	25025001	817	0.033079410321001784
25025001	25050001	924	0.034776835046915255
25050001	25075001	826	0.07959303763941382
25075001	25100001	980	0.07034489394302477
25100001	25125001	1020	0.1070348570108487
25125001	25150001	605	0.05469631431074346
25150001	25175001	898	0.08287715766949721
25175001	25200001	901	0.06920293924869682
25200001	25225001	1075	0.040327564734709796
25225001	25250001	706	0.03209475395126195
25250001	25275001	776	0.013086616620077008
25275001	25300001	912	0.03681943971273118
25300001	25325001	235	0.013511740784468058
25325001	25350001	763	0.020388319772815074
25350001	25375001	920	0.02391561293328012
25375001	25400001	826	0.02930704047044564
25400001	25425001	808	0.023592362968805503
25425001	25450001	343	0.02168758547045544
25450001	25475001	607	0.02684434492345583
25475001	25500001	285	0.023486781750813847
25500001	25525001	240	0.030397804368253917
25525001	25550001	303	0.045371986079396236
25550001	25575001	1126	0.02171475938372882
25575001	25600001	1008	0.03149332084040022
25600001	25625001	938	0.030666989269731482
25625001	25650001	666	0.02568308934259073
25650001	25675001	771	0.022659631738428047
25675001	25700001	466	0.016920721954584505
25700001	25725001	696	0.016482735068180997
25725001	25750001	840	0.019281296689743807
25750001	25775001	872	0.016267942469102063
25775001	25800001	482	0.04090986406034874
25800001	25825001	580	0.028882726361717976
25825001	25850001	1069	0.016782639406896872
25850001	25875001	1003	0.014023281576161704
25875001	25900001	901	0.01829441169670493
25900001	25925001	1171	0.031065447239275467
25925001	25950001	947	0.03079341066205545
25950001	25975001	1055	0.026305343587772836
25975001	26000001	743	0.0203296929687589
26000001	26025001	795	0.024541404468561387
26025001	26050001	917	0.015058275064320281
26050001	26075001	942	0.015430298332819416
26075001	26100001	1169	0.016657666849005704
26100001	26125001	917	0.020928327246630133
26125001	26150001	1061	0.027412444874574674
26150001	26175001	962	0.014841676364070478
26175001	26200001	1004	0.012839157958130315
26200001	26225001	756	0.018733326603084546
26225001	26250001	747	0.01883530228396732
26250001	26275001	662	0.01720972608920405
26275001	26300001	711	0.015508594156715107
26300001	26325001	724	0.017660184362810593
26325001	26350001	939	0.00909310228141905
26350001	26375001	1207	0.01864895373039855
26375001	26400001	896	0.0178320240825414
26400001	26425001	777	0.019955434005159645
26425001	26450001	664	0.009563273886963547
26450001	26475001	753	0.019675123498539997
26475001	26500001	577	0.029784420730922793
26500001	26525001	614	0.016339460327486646
26525001	26550001	777	0.06731158525149537
26550001	26575001	710	0.01979851886003609
26575001	26600001	389	0.017733367600321286
26600001	26625001	226	0.02294518976805762
26625001	26650001	830	0.02873378595806342
26650001	26675001	1000	0.03306297344429402
26675001	26700001	846	0.042924459571674914
26700001	26725001	1028	0.044422119184360426
26725001	26750001	1060	0.033604536306554
26750001	26775001	768	0.025458045611485996
26775001	26800001	476	0.02583634137939808
26800001	26825001	578	0.029763517311410036
26825001	26850001	774	0.04163847485290212
26850001	26875001	589	0.06371620432917575
26875001	26900001	238	0.08316630172576238
26900001	26925001	56	0.13515114910088996
26925001	26950001	186	0.13456280288887632
26950001	26975001	634	0.08404866298936646
26975001	27000001	512	0.06525872938485516
27000001	27025001	674	0.025472262053804307
27025001	27050001	686	0.02306168592170541
27050001	27075001	760	0.02771658925545453
27075001	27100001	735	0.02687984788143639
27100001	27125001	842	0.023110539085711344
27125001	27150001	1047	0.015285238702907022
27150001	27175001	832	0.02906711469016444
27175001	27200001	926	0.040804659531546925
27200001	27225001	799	0.056978975842392574
27225001	27250001	766	0.01919617115518146
27250001	27275001	699	0.024784134556718546
27275001	27300001	939	0.007550933456217616
27300001	27325001	1058	0.019425402061644424
27325001	27350001	1224	0.01377742996567385
27350001	27375001	1270	0.021311312253023667
27375001	27400001	1116	0.012632324144192932
27400001	27425001	958	0.013249710600197417
27425001	27450001	1210	0.013746307084767609
27450001	27475001	965	0.01855943755669171
27475001	27500001	973	0.025805755051113887
27500001	27525001	945	0.018614557309940515
27525001	27550001	1274	0.01960765054652607
27550001	27575001	1352	0.0209809410534277
27575001	27600001	1302	0.016030989398854577
27600001	27625001	975	0.0172833155122243
27625001	27650001	875	0.017486008287585165
27650001	27675001	725	0.023326251723317364
27675001	27700001	708	0.0181158149611592
27700001	27725001	716	0.011298193973076185
27725001	27750001	958	0.01868304231964872
27750001	27775001	931	0.022501149783866917
27775001	27800001	964	0.018280024365078376
27800001	27825001	1097	0.01692262213805588
27825001	27850001	1114	0.01596111075689955
27850001	27875001	750	0.014700013208116569
27875001	27900001	752	0.021383431595698867
27900001	27925001	873	0.014969683906719525
27925001	27950001	1148	0.011731114381907465
27950001	27975001	870	0.023694624482543062
27975001	28000001	801	0.026251159019638162
28000001	28025001	769	0.03755503261537181
28025001	28050001	1036	0.028422056254800647
28050001	28075001	988	0.015914150518402035
28075001	28100001	956	0.0299492126280087
28100001	28125001	701	0.04175510013017261
28125001	28150001	670	0.015134417741590193
28150001	28175001	1087	0.03283438498856665
28175001	28200001	1020	0.06290174915467496
28200001	28225001	934	0.02719264296958441
28225001	28250001	1078	0.03427300126707759
28250001	28275001	994	0.029120294925352543
28275001	28300001	946	0.026338157078995325
28300001	28325001	716	0.024414999600619887
28325001	28350001	870	0.02828862590132659
28350001	28375001	849	0.03039230851453204
28375001	28400001	784	0.02733117277990981
28400001	28425001	843	0.010784646495715386
28425001	28450001	631	0.02031036098432796
28450001	28475001	379	0.01659071497078814
28475001	28500001	412	0.021013125849793354
28500001	28525001	760	0.02187820967374641
28525001	28550001	833	0.016434027981372085
28550001	28575001	956	0.023717391857268275
28575001	28600001	753	0.013914627297526927
28600001	28625001	593	0.008634496302399024
28625001	28650001	568	0.01859611287851728
28650001	28675001	739	0.01662980128814385
28675001	28700001	738	0.009662128388639099
28700001	28725001	869	0.012220991479446882
28725001	28750001	969	0.014208373572643169
28750001	28775001	639	0.045151810208253464
28775001	28800001	756	0.026717688890398595
28800001	28825001	873	0.014443180218919858
28825001	28850001	588	0.010422918354074839
28850001	28875001	720	0.020628540306068293
28875001	28900001	1085	0.01213433629896754
28900001	28925001	918	0.006956550839237602
28925001	28950001	1018	0.01813789246613903
28950001	28975001	1039	0.01563526660548412
28975001	29000001	942	0.014373451792505322
29000001	29025001	766	0.013469704903284236
29025001	29050001	1002	0.015600353009433628
29050001	29075001	345	0.016323440459759527
29075001	29100001	326	0.03321467350695502
29100001	29125001	962	0.02746901361160844
29125001	29150001	922	0.025484339375384604
29150001	29175001	745	0.02304585264041943
29175001	29200001	845	0.021609774720882158
29200001	29225001	911	0.019931629308268445
29225001	29250001	859	0.01794101877519622
29250001	29275001	455	0.06337483159563495
29275001	29300001	898	0.024981418291819574
29300001	29325001	926	0.021392257600018443
29325001	29350001	964	0.030121886729227196
29350001	29375001	985	0.02550575023795026
29375001	29400001	988	0.0193931284207631
29400001	29425001	1187	0.02360492622189688
29425001	29450001	974	0.018291696417465336
29450001	29475001	1138	0.013956802440538586
29475001	29500001	913	0.02173783309413879
29500001	29525001	1170	0.02392700893343436
29525001	29550001	1139	0.02313495467870083
29550001	29575001	1362	0.028609866688594453
29575001	29600001	1044	0.014366977673409071
29600001	29625001	1032	0.020760296545098374
29625001	29650001	1078	0.016546096464155457
29650001	29675001	986	0.020509798556187946
29675001	29700001	1049	0.02642189157572228
29700001	29725001	1216	0.013298014657985984
29725001	29750001	1348	0.015917160548640334
29750001	29775001	1123	0.01766271711929739
29775001	29800001	1424	0.019671993105090654
29800001	29825001	1057	0.014797743792625951
29825001	29850001	1147	0.019468876648297346
29850001	29875001	1055	0.017699247991537197
29875001	29900001	1139	0.02669969740726723
29900001	29925001	730	0.017083404255839218
29925001	29950001	1032	0.023146644647018492
29950001	29975001	1004	0.022505530460676344
29975001	30000001	847	0.031406576493068945
30000001	30025001	855	0.03277345052327053
30025001	30050001	621	0.015839937872351367
30050001	30075001	601	0.02039426143624217
30075001	30100001	839	0.010415861776821194
30100001	30125001	797	0.020686876068118778
30125001	30150001	827	0.012253185028518356
30150001	30175001	708	0.027690708606535473
30175001	30200001	909	0.020073379113085536
30200001	30225001	919	0.01648771822359382
30225001	30250001	882	0.00967558963155474
30250001	30275001	1036	0.018677889967705995
30275001	30300001	1135	0.01579250137132942
30300001	30325001	1011	0.018985071813363764
30325001	30350001	621	0.012796761250273202
30350001	30375001	1072	0.014858572799171074
30375001	30400001	1052	0.006861280747807131
30400001	30425001	1003	0.016384716325965065
30425001	30450001	825	0.021030987033495055
30450001	30475001	621	0.025029013009782237
30475001	30500001	809	0.025514197983330437
30500001	30525001	834	0.028102030734936456
30525001	30550001	938	0.018120288180600456
30550001	30575001	901	0.0278875750230211
30575001	30600001	874	0.018956401704457313
30600001	30625001	907	0.04393069865305671
30625001	30650001	850	0.026165839280414778
30650001	30675001	849	0.016149507411626605
30675001	30700001	1121	0.0210184123071687
30700001	30725001	1094	0.011103120859218418
30725001	30750001	1145	0.01881985304035298
30750001	30775001	893	0.013241807536663236
30775001	30800001	747	0.11663404259931588
30800001	30825001	540	0.07502058459278221
30825001	30850001	991	0.02580138955613501
30850001	30875001	1075	0.014980815342323775
30875001	30900001	1061	0.009513796541299444
30900001	30925001	868	0.02271404625047801
30925001	30950001	918	0.01873993837527007
30950001	30975001	817	0.014140004736500154
30975001	31000001	834	0.017842097042689197
31000001	31025001	415	0.0227135896427235
31025001	31050001	640	0.05723412869192552
31050001	31075001	805	0.014274425658940727
31075001	31100001	613	0.019270638143934857
31100001	31125001	0	
31125001	31150001	717	0.02182524812368175
31150001	31175001	949	0.018329209591609445
31175001	31200001	49	0.007206590144978787
31200001	31225001	355	0.021096267583427544
31225001	31250001	670	0.028792575217169828
31250001	31275001	817	0.027219242837002743
31275001	31300001	893	0.017232096040746984
31300001	31325001	889	0.018106219820360776
31325001	31350001	1326	0.020419176812957445
31350001	31375001	1184	0.014802330243063792
31375001	31400001	928	0.013748494044445945
31400001	31425001	964	0.01218564655755011
31425001	31450001	1191	0.01564552758946817
31450001	31475001	735	0.019221267447737618
31475001	31500001	621	0.015601520018780419
31500001	31525001	758	0.010993291638855134
31525001	31550001	1002	0.01706550203580603
31550001	31575001	830	0.0158354141882799
31575001	31600001	1240	0.01332507434676957
31600001	31625001	1175	0.01958437413733295
31625001	31650001	969	0.015316380349875685
31650001	31675001	802	0.013912285354113303
31675001	31700001	726	0.023985988739016126
31700001	31725001	835	0.012829586691042281
31725001	31750001	789	0.02597769943010438
31750001	31775001	683	0.031510462309130016
31775001	31800001	831	0.035246068593838206
31800001	31825001	695	0.05345122492182536
31825001	31850001	601	0.050813424054553524
31850001	31875001	727	0.09080289480031581
31875001	31900001	1172	0.05637493627937212
31900001	31925001	1111	0.0395111226998956
31925001	31950001	1016	0.016216120558192104
31950001	31975001	1072	0.019405737692895733
31975001	32000001	661	0.022414655645796883
32000001	32025001	667	0.01662769085470734
32025001	32050001	727	0.024990812313606486
32050001	32075001	550	0.022833111689751932
32075001	32100001	721	0.018172450875692376
32100001	32125001	587	0.01648468910477835
32125001	32150001	702	0.010164383676563913
32150001	32175001	775	0.01723201695543146
32175001	32200001	840	0.047139836085191525
32200001	32225001	744	0.07016832671921032
32225001	32250001	943	0.03357315900594429
32250001	32275001	858	0.02271494134780919
32275001	32300001	897	0.02085017666786442
32300001	32325001	839	0.010274732303493241
32325001	32350001	917	0.027739527350671107
32350001	32375001	1059	0.01808697470665065
32375001	32400001	993	0.015256892322632117
32400001	32425001	805	0.017853704418646893
32425001	32450001	867	0.0200089663053002
32450001	32475001	1072	0.008506566857203276
32475001	32500001	752	0.02968737722874767
32500001	32525001	947	0.01548871488392516
32525001	32550001	769	0.015757549821969488
32550001	32575001	1126	0.012060548606997385
32575001	32600001	1226	0.019446581021483247
32600001	32625001	498	0.012732340957195748
32625001	32650001	1055	0.02498318821249898
32650001	32675001	1036	0.011536255988490335
32675001	32700001	1194	0.023251356988193344
32700001	32725001	1243	0.012861861405648399
32725001	32750001	1303	0.01843578711094392
32750001	32775001	1010	0.010320000994209821
32775001	32800001	900	0.02033593995402485
32800001	32825001	468	0.02221572045658649
32825001	32850001	565	0.02273381602028947
32850001	32875001	649	0.01195628976868089
32875001	32900001	820	0.00984761922748836
32900001	32925001	913	0.009175184254376014
32925001	32950001	655	0.021212153660995568
32950001	32975001	672	0.014820313292531565
32975001	33000001	692	0.009600017512024554
33000001	33025001	820	0.012700128688505757
33025001	33050001	787	0.025217760276278665
33050001	33075001	915	0.02465021601865519
33075001	33100001	723	0.012732767273324256
33100001	33125001	824	0.013934210732887826
33125001	33150001	343	0.018909528314110753
33150001	33175001	705	0.013394292814475827
33175001	33200001	783	0.024581092905648628
33200001	33225001	923	0.04356927194580175
33225001	33250001	829	0.05154956393389948
33250001	33275001	733	0.1305819595347827
33275001	33300001	481	0.35237044245254984
33300001	33325001	585	0.08608818364798343
33325001	33350001	736	0.015826974664786688
33350001	33375001	924	0.04786413310155769
33375001	33400001	695	0.04636607019194288
33400001	33425001	1076	0.03312764775529371
33425001	33450001	692	0.03777118472989301
33450001	33475001	1023	0.028955713089328834
33475001	33500001	829	0.029264217472796335
33500001	33525001	920	0.030749824482346363
33525001	33550001	925	0.018535255038132834
33550001	33575001	598	0.023365978284011078
33575001	33600001	903	0.031005061857588355
33600001	33625001	996	0.025069830133503307
33625001	33650001	904	0.0296556008236307
33650001	33675001	876	0.03209549027722358
33675001	33700001	975	0.027255301965003764
33700001	33725001	705	0.06518617727562552
33725001	33750001	740	0.02037404065862937
33750001	33775001	959	0.009439733524014931
33775001	33800001	973	0.01147491736104818
33800001	33825001	992	0.017933574269009572
33825001	33850001	745	0.013615984418904117
33850001	33875001	882	0.02100830613662239
33875001	33900001	850	0.023992411207188518
33900001	33925001	656	0.036799634473019927
33925001	33950001	1079	0.01625355304010104
33950001	33975001	1041	0.015504120985094037
33975001	34000001	1021	0.022939200989510473
34000001	34025001	1345	0.01299463011875781
34025001	34050001	1122	0.01524269074404193
34050001	34075001	679	0.012868852743877165
34075001	34100001	615	0.017634408177890783
34100001	34125001	408	0.014106346187439516
34125001	34150001	821	0.009880341849045578
34150001	34175001	1124	0.015370777465918271
34175001	34200001	1221	0.015516145607462378
34200001	34225001	1080	0.014839881335152858
34225001	34250001	944	0.021514390871786113
34250001	34275001	872	0.011496678995865437
34275001	34300001	1115	0.02275185396585244
34300001	34325001	1147	0.013787043528966312
34325001	34350001	866	0.023728984924313853
34350001	34375001	951	0.018816316263064195
34375001	34400001	1048	0.01793275488937374
34400001	34425001	1020	0.03065754481716232
34425001	34450001	1035	0.016078456238592043
34450001	34475001	1171	0.016463502688251752
34475001	34500001	1021	0.01969043679041704
34500001	34525001	1041	0.021258702616858808
34525001	34550001	1066	0.02326439452503224
34550001	34575001	885	0.019720504106523467
34575001	34600001	964	0.03812234058065931
34600001	34625001	802	0.0205215259738519
34625001	34650001	822	0.01265051825545731
34650001	34675001	711	0.030935788594286896
34675001	34700001	844	0.023010802156540274
34700001	34725001	989	0.012924913429135406
34725001	34750001	1061	0.01876895885529456
34750001	34775001	1046	0.014878824785487018
34775001	34800001	1069	0.009056958002932896
34800001	34825001	1062	0.019885172575062376
34825001	34850001	594	0.019985492654302942
34850001	34875001	766	0.0229495635666029
34875001	34900001	851	0.026713210271309788
34900001	34925001	974	0.03054747952601761
34925001	34950001	980	0.022637965486380484
34950001	34975001	885	0.0577558798138673
34975001	35000001	1072	0.02549489399292071
35000001	35025001	1080	0.019603302204315783
35025001	35050001	916	0.029051494327890948
35050001	35075001	1131	0.04698075784320762
35075001	35100001	1049	0.04414507039334092
35100001	35125001	914	0.020601562005677337
35125001	35150001	687	0.025715415597101582
35150001	35175001	835	0.015822265824691997
35175001	35200001	531	0.02646301449178919
35200001	35225001	734	0.012467390445233406
35225001	35250001	825	0.030430455211379017
35250001	35275001	758	0.023906470788257417
35275001	35300001	882	0.022389294316683787
35300001	35325001	1010	0.01952956989192921
35325001	35350001	938	0.017414110453890574
35350001	35375001	1114	0.014304413933809558
35375001	35400001	790	0.018295167223050426
35400001	35425001	1052	0.017309540733163573
35425001	35450001	932	0.018450994300873123
35450001	35475001	953	0.020177806644136986
35475001	35500001	789	0.020452453159650236
35500001	35525001	781	0.03966110118408849
35525001	35550001	1043	0.017728090149689322
35550001	35575001	1103	0.013921725989209889
35575001	35600001	796	0.018695987656519263
35600001	35625001	927	0.026362114592345644
35625001	35650001	400	0.03969454650241337
35650001	35675001	817	0.018730450740310677
35675001	35700001	671	0.02485068293181622
35700001	35725001	769	0.08219608013854293
35725001	35750001	794	0.2363575079490441
35750001	35775001	1151	0.07894100669186205
35775001	35800001	1109	0.08262153606734222
35800001	35825001	401	0.052803438172671274
